gene	P(rec)	rank	class		
RNF146	0.073095298	13694	NA		
RNF149	0.104295932	10425	NA		
RNF150	0.105394695	10192	NA		
RNF151	0.095845378	11771	NA		
RNF152	0.111034592	9003	NA		
RNF157	0.096188147	11721	NA		
RNF160	0.099252753	11280	NA		
RNF165	0.087964853	12729	NA		
RNF166	0.099132746	11295	NA		
RNF167	0.114108925	8347	NA		
RNF168	0.090468368	12475	NA		
RNF17	0.105490918	10169	NA		
RNF170	0.092829042	12205	NA		
RNF180	0.076897144	13539	NA		
RNF181	0.101466265	10916	NA		
RNF182	0.110465379	9117	NA		
RNF183	0.106249278	10034	NA		
RNF186	0.098345209	11405	NA		
RNF19A	0.144176941	5687	NA		
RNF19B	0.093016328	12179	NA		
RNF2	0.449847285	1102	NA		
RNF20	0.129717038	6696	NA		
RNF208	0.110325743	9144	NA		
RNF216	0.089923409	12533	NA		
RNF219	0.093237343	12144	NA		
RNF220	0.109511458	9322	NA		
RNF24	0.080619978	13358	NA		
RNF25	0.106796274	9919	NA		
RNF26	0.137059815	6136	NA		
RNF31	0.387416796	1418	NA		
RNF32	0.107906101	9664	NA		
RNF34	0.160052556	4848	NA		
RNF38	0.112629347	8624	NA		
RNF39	0.099529472	11244	NA		
RNF4	0.12342494	7268	NA		
RNF40	0.175716445	4267	NA		
RNF41	0.135884977	6209	NA		
RNF43	0.089735303	12559	NA		
RNF6	0.093040279	12175	NA		
RNF7	0.123788961	7209	NA		
RNF8	0.109404984	9343	NA		
RNFT1	0.094191936	12024	NA		
RNGTT	0.196989302	3655	NA		
RNH1	0.408374206	1295	NA		
RNMT	0.110545784	9099	NA		
RNPEP	0.225796434	3036	NA		
RNPEPL1	0.11110329	8981	NA		
RNPS1	0.142298242	5803	NA		
ROBLD3	0.082669418	13210	NA		
ROBO1	0.124132483	7149	NA		
ROBO2	0.126056697	7006	NA		
ROBO3	0.131541439	6552	recessive		
ROBO4	0.129459237	6738	NA		
ROCK1	0.554837548	749	NA		
ROCK2	0.312155606	1940	NA		
ROD1	0.094938972	11914	NA		
ROGDI	0.112135035	8771	NA		
ROM1	0.23030425	2938	NA		
ROMO1	0.112629347	8624	NA		
ROPN1	0.079437961	13410	NA		
ROPN1B	0.098244879	11421	NA		
ROPN1L	0.087161421	12809	NA		
ROR1	0.116032037	8108	NA		
ROR2	0.10982197	9259	NA		
RORA	0.178310968	4171	NA		
RORB	0.178212948	4182.5	NA		
RORC	0.094873138	11922	NA		
ROS1	0.24685208	2668	NA		
RP1	0.102464851	10759	NA		
RP2	0.288000551	2138	recessive		
RP9	0.195118562	3690	NA		
RPA1	0.159503057	4869	NA		
RPA2	0.390657849	1380	NA		
RPA3	0.223629785	3066	NA		
RPAP1	0.099655574	11218	NA		
RPAP2	0.106402542	10007	NA		
RPAP3	0.096266242	11708	NA		
RPE	0.326289682	1819.5	NA		
RPE65	0.255711757	2546	recessive		
RPGRIP1	0.182306059	4064	recessive		
RPGRIP1L	0.229482457	2975	NA		
RPH3A	0.130297993	6644	NA		
RPIA	0.461061157	1056	recessive		
RPL10	0.380955742	1455	NA		
RPL10L	0.123340597	7272	NA		
RPL13	0.194771378	3698	NA		
RPL13A	0.265263317	2423	NA		
RPL14	0.191709769	3805	NA		
RPL14L	0.0986013	11372	NA		
RPL15	0.170502808	4452	NA		
RPL17	0.081902867	13262	NA		
RPL18	0.202974773	3509.5	NA		
RPL18A	0.129300071	6748	NA		
RPL19	0.220858067	3124	NA		
RPL21	0.2065024	3411	NA		
RPL22	0.280317937	2239	NA		
RPL22L1	0.105913302	10094	NA		
RPL23	0.362549146	1559	NA		
RPL23A	0.161673276	4784	NA		
RPL24	0.088618283	12672	NA		
RPL26	0.186583162	3931.5	NA		
RPL26L1	0.123788961	7209	NA		
RPL26P6	0.186583162	3931.5	NA		
RPL27	0.163060049	4723	NA		
RPL27A	0.168784967	4520	NA		
RPL28	0.220858067	3124	NA		
RPL29	0.242231817	2729	NA		
RPL3	0.273255879	2319	NA		
RPL30	0.279832382	2245	NA		
RPL31	0.201600808	3548	NA		
RPL32	0.198050013	3632	NA		
RPL34	0.129717038	6696	NA		
RPL35A	0.211778404	3305	NA		
RPL36	0.151452284	5273	NA		
RPL36A	0.220858067	3124	NA		
RPL36AL	0.122145167	7394	NA		
RPL37	0.114531173	8298	NA		
RPL37A	0.163060049	4723	NA		
RPL38	0.249744491	2619.5	NA		
RPL39	0.129717038	6696	NA		
RPL39L	0.092087568	12284	NA		
RPL3L	0.151621354	5264	NA		
RPL4	0.378960764	1464	NA		
RPL5	0.20634101	3418	NA		
RPL6	0.212086116	3293	NA		
RPL7	0.227448638	3013	NA		
RPL7L1	0.104497642	10384	NA		
RPL9	0.106909565	9894	NA		
RPLP0	0.281046212	2220	NA		
RPLP1	0.211778404	3305	NA		
RPLP2	0.281046212	2220	NA		
RPN1	0.321024632	1857	NA		
RPN2	0.47228477	1022	NA		
RPP21	0.107522237	9751	NA		
RPP25	0.100205263	11106	NA		
RPP30	0.249344057	2631	NA		
RPP38	0.084858866	13024	NA		
RPP40	0.099996424	11150	NA		
RPRD1A	0.109134993	9396	NA		
RPRD1B	0.118095035	7840.5	NA		
RPRD2	0.095463244	11831	NA		
RPRM	0.163060049	4723	NA		
RPS10	0.105162907	10236	NA		
RPS10L	0.075789731	13591	NA		
RPS11	0.186193481	3952.5	NA		
RPS12	0.194446828	3720	NA		
RPS13	0.27035074	2355	NA		
RPS14	0.354305731	1630	NA		
RPS15	0.184703899	3997	NA		
RPS15A	0.230213311	2947	NA		
RPS17	0.215972873	3218	NA		
RPS19	0.400442993	1334.5	NA		
RPS19BP1	0.109107155	9400	NA		
RPS21	0.107836154	9691	NA		
RPS23	0.27035074	2355	NA		
RPS24	0.202974773	3509.5	NA		
RPS25	0.170502808	4452	NA		
RPS27	0.206462623	3413	NA		
RPS27A	0.375307738	1483	NA		
RPS27L	0.086178099	12916	NA		
RPS29	0.085162131	12989	NA		
RPS3	0.452801864	1091.5	NA		
RPS3A	0.301630591	2014	NA		
RPS5	0.314625907	1914.5	NA		
RPS6	0.585720539	657	NA		
RPS6KA1	0.219756598	3154	NA		
RPS6KA2	0.120292415	7592	NA		
RPS6KA3	0.646333367	514	NA		
RPS6KA4	0.206204245	3422	NA		
RPS6KA5	0.310314779	1955	NA		
RPS6KA6	0.164796225	4659	NA		
RPS6KB1	0.62277195	569	NA		
RPS6KB2	0.285590454	2168	NA		
RPS6KC1	0.121863798	7422	NA		
RPS7	0.291995484	2093	NA		
RPS8	0.211778404	3305	NA		
RPS9	0.239842845	2766.5	NA		
RPSA	0.288142672	2135.5	NA		
RPSAP15	0.288142672	2135.5	NA		
RPUSD1	0.132399706	6493	NA		
RPUSD2	0.073641044	13670	NA		
RPUSD3	0.074024352	13657	NA		
RPUSD4	0.082078809	13246	NA		
RQCD1	0.151785427	5256	NA		
RRAD	0.343095891	1711	NA		
RRAGA	0.148962011	5392	NA		
RRAGB	0.126843999	6944	NA		
RRAGC	0.116571549	8037	NA		
RRAGD	0.105283024	10213	NA		
RRAS	0.198946109	3613	NA		
RRAS2	0.155881126	5035.5	NA		
RRBP1	0.232819907	2897	NA		
RREB1	0.113226744	8455	NA		
RRH	0.129318554	6747	NA		
RRM1	0.351949798	1642	NA		
RRM2	0.215529064	3233	NA		
RRM2B	0.204685208	3462	NA		
RRN3	0.134423003	6332	NA		
RRP1	0.106909928	9893	NA		
RRP12	0.099954071	11157	NA		
RRP15	0.098113526	11443	NA		
RRP1B	0.124419125	7131	NA		
RRP9	0.120948935	7523	NA		
RRS1	0.204170264	3470	NA		
RS1	0.230213311	2947	NA		
RSAD1	0.138779007	6034	NA		
RSBN1	0.107484448	9764	NA		
RSF1	0.10928688	9361	NA		
RSL1D1	0.097258848	11570	NA		
RSPH1	0.095110628	11886	NA		
RSPH3	0.072438834	13716	NA		
RSPO1	0.170147192	4477	NA		
RSPO2	0.111399002	8913	NA		
RSPO3	0.114762076	8263	NA		
RSPO4	0.137516986	6109	recessive		
RSRC1	0.105621184	10151	NA		
RSRC2	0.108574017	9519	NA		
RSU1	0.132641643	6472	NA		
RTBDN	0.096391358	11692	NA		
RTCD1	0.268787479	2370	NA		
RTDR1	0.106785965	9921	NA		
RTEL1	0.168644042	4528.5	NA		
RTF1	0.142298242	5803	NA		
RTKN	0.102777512	10704	NA		
RTKN2	0.091090088	12402	NA		
RTL1	0.139293453	6004	NA		
RTN1	0.118397621	7775	NA		
RTN3	0.096816016	11637	NA		
RTN4	0.235013764	2853	NA		
RTN4IP1	0.092641586	12229	NA		
RTN4R	0.215818987	3224	NA		
RTN4RL1	0.116225579	8083	NA		
RTN4RL2	0.11579881	8138	NA		
RTP1	0.116849039	8002	NA		
RTP2	0.109851925	9252	NA		
RTP3	0.071198584	13759	NA		
RTP4	0.073097388	13693	NA		
RTTN	0.103077221	10643	NA		
RUFY2	0.099181229	11292	NA		
RUFY3	0.084003175	13088	NA		
RUNDC3A	0.104939377	10286	NA		
RUNDC3B	0.109361824	9352	NA		
RUNX1	0.724617376	371	NA		
RUNX1T1	0.588718877	645	NA		
RUNX2	0.875803524	143.5	NA		
RUNX3	0.527990193	833	NA		
RUSC1	0.104442641	10398	NA		
RUSC2	0.094474271	11982	NA		
RUVBL1	0.387653719	1408.5	NA		
RUVBL2	0.546268379	771.5	NA		
RWDD1	0.118095035	7840.5	NA		
RWDD2B	0.086555067	12881	NA		
RWDD3	0.039700148	14100	NA		
RWDD4A	0.108322956	9573.5	NA		
RXFP1	0.167830543	4558	NA		
RXFP2	0.126163684	6994	recessive		
RXFP4	0.101694482	10886	NA		
RXRA	0.762502154	305	NA		
RXRG	0.606310796	615	NA		
RYBP	0.142298242	5803	NA		
RYK	0.189322185	3870	NA		
RYR2	0.278892857	2254	NA		
RYR3	0.170056676	4479	NA		
S100A1	0.125831838	7023	NA		
S100A10	0.291995484	2093	NA		
S100A11	0.198478149	3623	NA		
S100A12	0.113077147	8478	NA		
S100A16	0.108791451	9475	NA		
S100A2	0.203340653	3483	NA		
S100A3	0.118071664	7878	NA		
S100A4	0.519608151	855	NA		
S100A5	0.116692325	8023	NA		
S100A6	0.585720539	657	NA		
S100A8	0.454655482	1082	NA		
S100A9	0.450831933	1100	NA		
S100G	0.182473688	4059	NA		
S100P	0.112629347	8624	NA		
S1PR1	0.183746042	4025	NA		
S1PR2	0.166632416	4597	NA		
S1PR3	0.137310964	6122	NA		
S1PR4	0.146231582	5575	NA		
S1PR5	0.119552546	7670	NA		
SAA1	0.518123323	860	NA		
SAA2	0.194356918	3737	NA		
SAA3P	0.204841119	3455	NA		
SAA4	0.194744737	3699	NA		
SAAL1	0.092673258	12227	NA		
SAC3D1	0.109060978	9412	NA		
SACM1L	0.104908089	10290	NA		
SACS	0.309504267	1959	recessive		
SAE1	0.12546712	7051	NA		
SAFB	0.15741569	4953	NA		
SAFB2	0.154682551	5113	NA		
SAG	0.46299801	1050	recessive		
SALL1	0.277714822	2269	NA		
SALL3	0.120939137	7525	NA		
SALL4	0.15583273	5062	NA		
SAMD1	0.126409058	6978	NA		
SAMD12	0.073077011	13695	NA		
SAMD14	0.106580994	9962	NA		
SAMD3	0.100861859	11010	NA		
SAMD4A	0.11324447	8449	NA		
SAMD4B	0.107277284	9806	NA		
SAMD5	0.099079946	11305	NA		
SAMD7	0.087336324	12789	NA		
SAMD8	0.110121421	9186	NA		
SAMD9	0.092792315	12209	recessive		
SAMD9L	0.090505538	12468	NA		
SAMHD1	0.136030181	6179	NA		
SAMM50	0.121034724	7511	NA		
SAMSN1	0.208459836	3367	NA		
SAP130	0.084864189	13022	NA		
SAP18	0.148962011	5392	NA		
SAP30	0.111623318	8865	NA		
SAP30BP	0.110392724	9134	NA		
SAP30L	0.112629347	8624	NA		
SAPS1	0.1182497	7793	NA		
SAPS2	0.089290928	12602	NA		
SAPS3	0.096630514	11663	NA		
SAR1A	0.106490757	9985	NA		
SAR1B	0.142018168	5839	recessive		
SARDH	0.316752918	1894	NA		
SARM1	0.124747603	7109	NA		
SARS	0.260956505	2471	NA		
SARS2	0.153799249	5159	NA		
SART1	0.104244349	10438	NA		
SART3	0.151039656	5292	NA		
SASH1	0.111671684	8853	NA		
SASH3	0.263276754	2446	NA		
SASS6	0.09296471	12187	NA		
SAT1	0.094474256	11983	NA		
SAT2	0.099399599	11263	NA		
SATB1	0.157784787	4942	NA		
SAV1	0.227696142	3009	NA		
SBF1	0.145405949	5615	NA		
SBF2	0.168825616	4518	recessive		
SBK1	0.122410225	7361	NA		
SBNO1	0.101233806	10952	NA		
SBNO2	0.112391233	8740	NA		
SBSN	0.098143851	11435	NA		
SC4MOL	0.187183161	3915	NA		
SC5DL	0.151430518	5275	recessive		
SCAF1	0.148991462	5373	NA		
SCAMP1	0.107411959	9779	NA		
SCAMP2	0.104719746	10337	NA		
SCAMP3	0.112077353	8782	NA		
SCAMP4	0.101143166	10966	NA		
SCAMP5	0.109233631	9372	NA		
SCAND1	0.104077088	10467	NA		
SCAND3	0.094242152	12016	NA		
SCAP	0.160793758	4822	NA		
SCAPER	0.105106128	10246	NA		
SCARA3	0.142739505	5753	NA		
SCARA5	0.154284923	5128	NA		
SCARB1	0.099937393	11159	NA		
SCARB2	0.446722324	1125	recessive		
SCARF1	0.098347231	11403	NA		
SCARF2	0.145035936	5637	NA		
SCCPDH	0.158767644	4903	NA		
SCD	0.574867165	691	NA		
SCD5	0.295310005	2068	NA		
SCEL	0.108637948	9512	NA		
SCFD1	0.117781615	7898	NA		
SCG2	0.423135649	1212	NA		
SCG3	0.138732075	6037	NA		
SCG5	0.168672459	4526	NA		
SCGB1A1	0.25759269	2525	NA		
SCGB1C1	0.08616502	12917	NA		
SCGB1D1	0.024122234	14137	NA		
SCGB2A1	0.122047067	7407	NA		
SCGB3A1	0.123531065	7258	NA		
SCGB3A2	0.030004179	14127	NA		
SCGN	0.111126556	8976	NA		
SCHIP1	0.113221649	8456	NA		
SCIN	0.12425025	7144	NA		
SCLT1	0.098743449	11354	NA		
SCLY	0.165504476	4634	NA		
SCMH1	0.109028683	9424	NA		
SCML1	0.06729637	13876	NA		
SCML2	0.095036029	11898	NA		
SCN10A	0.097048469	11599	NA		
SCN1A	0.214085257	3267	NA		
SCN1B	0.1582346	4921	NA		
SCN2A	0.343757711	1707	NA		
SCN2B	0.132858899	6454	NA		
SCN3A	0.106048483	10064	NA		
SCN3B	0.149281779	5359	NA		
SCN4A	0.338158749	1756	NA		
SCN4B	0.12747519	6894	NA		
SCN5A	0.25781931	2519	NA		
SCN7A	0.093970451	12051	NA		
SCN8A	0.254510507	2568	NA		
SCN9A	0.198943675	3614	NA		
SCNM1	0.112709486	8533	NA		
SCNN1A	0.290052021	2115	recessive		
SCNN1B	0.268846819	2369	NA		
SCNN1D	0.140087479	5944	NA		
SCNN1G	0.453474631	1087	NA		
SCO1	0.144499419	5673	recessive		
SCO2	0.26338489	2444	recessive		
SCOC	0.112292193	8750	NA		
SCP2	0.40063653	1329	NA		
SCPEP1	0.148221106	5444	NA		
SCRIB	0.134680885	6315	NA		
SCRN1	0.078551796	13458	NA		
SCRN2	0.097187585	11586	NA		
SCRN3	0.097567849	11524	NA		
SCRT2	0.161392143	4797	NA		
SCTR	0.177176459	4221	NA		
SCUBE1	0.104568071	10368	NA		
SCUBE2	0.100752181	11026	NA		
SCUBE3	0.091007121	12411	NA		
SCYE1	0.159410372	4873	NA		
SCYL1	0.147276613	5499	NA		
SCYL1BP1	0.089480532	12590.5	NA		
SCYL2	0.192989694	3767	NA		
SCYL3	0.074965178	13613	NA		
SDAD1	0.113499393	8420	NA		
SDC1	0.512975111	873	NA		
SDC2	0.555150266	748	NA		
SDC3	0.318274977	1882	NA		
SDC4	0.206852594	3402	NA		
SDCBP	0.363758582	1551	NA		
SDCBP2	0.179851169	4129	NA		
SDCCAG3	0.103132527	10635	NA		
SDCCAG8	0.115038251	8227	NA		
SDF2	0.129590948	6733	NA		
SDF2L1	0.124590966	7121	NA		
SDF4	0.355025425	1622	NA		
SDHB	0.63579784	535	NA		
SDHC	0.354258143	1631	NA		
SDHD	0.616609557	589	NA		
SDK1	0.112279964	8751	NA		
SDK2	0.120960434	7521	NA		
SDPR	0.272281688	2332	NA		
SDR16C5	0.080293039	13369	NA		
SDR39U1	0.096946797	11620	NA		
SDR42E1	0.073660266	13668	lof-tolerant		
SDR42E2	0.101755248	10875	NA		
SDR9C7	0.093224589	12146	NA		
SDS	0.387972483	1398	NA		
SDSL	0.127683794	6876	NA		
SEC11A	0.142298242	5803	NA		
SEC11B	0.142298242	5803	NA		
SEC11C	0.107137878	9849	NA		
SEC13	0.177200657	4220	NA		
SEC14L1	0.119773373	7650	NA		
SEC14L2	0.126138669	6998	NA		
SEC14L3	0.11968786	7655	NA		
SEC14L4	0.100765184	11024	lof-tolerant		
SEC16A	0.125941698	7016	NA		
SEC16B	0.094542113	11968	NA		
SEC22A	0.107725895	9710	NA		
SEC22C	0.082482979	13220	NA		
SEC23A	0.168195054	4547	recessive		
SEC23B	0.151516714	5270	NA		
SEC23IP	0.225520495	3039	NA		
SEC24A	0.099697943	11214	NA		
SEC24B	0.108843611	9465	NA		
SEC24C	0.095294099	11856	NA		
SEC24D	0.124130409	7150	NA		
SEC31A	0.135889894	6187	NA		
SEC31B	0.077625803	13504	NA		
SEC61A1	0.400442993	1334.5	NA		
SEC61A2	0.155881126	5035.5	NA		
SEC61B	0.129717038	6696	NA		
SEC62	0.122216704	7388	NA		
SEC63	0.155881126	5035.5	NA		
SECISBP2	0.090011918	12527	NA		
SECTM1	0.078296845	13469	NA		
SEDLP	0.3546789	1625.5	NA		
SEH1L	0.13679608	6144	NA		
SEL1L	0.185834337	3969	NA		
SEL1L2	0.074403819	13638	NA		
SELE	0.534963034	806	NA		
SELL	0.564321135	720	NA		
SELP	0.530178628	825	NA		
SELPLG	0.132491244	6486	NA		
SEMA3A	0.413672596	1271	NA		
SEMA3B	0.147103964	5511	NA		
SEMA3C	0.18797724	3901	NA		
SEMA3E	0.111655259	8856	NA		
SEMA3F	0.148696074	5421	NA		
SEMA3G	0.107904243	9665	NA		
SEMA4A	0.127008232	6937	NA		
SEMA4B	0.101137015	10968	NA		
SEMA4C	0.156120799	5001	NA		
SEMA4D	0.224003141	3061	NA		
SEMA4F	0.094493964	11977	NA		
SEMA4G	0.108947186	9446	NA		
SEMA5A	0.106877889	9902	NA		
SEMA5B	0.107256344	9810	NA		
SEMA6A	0.469870743	1029	NA		
SEMA6C	0.100443001	11070	NA		
SEMA6D	0.157764174	4944	NA		
SEMA7A	0.155793486	5065	NA		
SEMG1	0.109967287	9223	NA		
SEMG2	0.056549135	14027	NA		
SENP1	0.13114955	6589	NA		
SENP2	0.100143999	11117	NA		
SENP3	0.108661651	9507	NA		
SENP5	0.080149932	13378	NA		
SENP6	0.082730576	13205	NA		
SENP7	0.084679634	13034	NA		
SENP8	0.131376266	6571	NA		
SEPHS1	0.135884977	6209	NA		
SEPN1	0.201884831	3540	recessive		
SEPSECS	0.155739576	5070	NA		
SEPT1	0.121892608	7419	NA		
SEPT10	0.11337564	8433	NA		
SEPT11	0.129717038	6696	NA		
SEPT12	0.10673948	9932	NA		
SEPT14	0.090393477	12486	NA		
SEPT2	0.202974773	3509.5	NA		
SEPT3	0.111022461	9007	NA		
SEPT4	0.205113128	3445	NA		
SEPT5	0.278050471	2261	NA		
SEPT6	0.145704404	5603	NA		
SEPT7	0.261070453	2469	NA		
SEPT8	0.120924776	7530	NA		
SERAC1	0.09724536	11574	NA		
SERBP1	0.179404105	4143	NA		
SERF2	0.112629347	8624	NA		
SERGEF	0.092460043	12245	NA		
SERINC1	0.118095035	7840.5	NA		
SERINC3	0.169454495	4500	NA		
SERINC5	0.130369432	6639	NA		
SERP1	0.163060049	4723	NA		
SERPINA1	0.797793013	249	recessive		
SERPINA10	0.144308271	5682	NA		
SERPINA11	0.100247719	11100.5	NA		
SERPINA12	0.121666202	7440	NA		
SERPINA3	0.383767708	1440	NA		
SERPINA4	0.239248864	2783	NA		
SERPINA5	0.314010322	1927	NA		
SERPINA6	0.212032141	3294	NA		
SERPINA7	0.138185359	6067	recessive		
SERPINA9	0.094552377	11965	NA		
SERPINB1	0.651535046	499	NA		
SERPINB10	0.109173945	9386	NA		
SERPINB12	0.122411494	7360	NA		
SERPINB13	0.127387675	6901	NA		
SERPINB2	0.373796256	1495	NA		
SERPINB3	0.318289303	1881	NA		
SERPINB4	0.116791727	8013	NA		
SERPINB5	0.403210459	1321	NA		
SERPINB7	0.145263415	5622	NA		
SERPINB8	0.487588586	958	NA		
SERPINB9	0.218472296	3176	NA		
SERPINC1	0.564678065	718	NA		
SERPIND1	0.266762978	2404	NA		
SERPINE1	0.86891846	148	NA		
SERPINE2	0.639444256	528	NA		
SERPINF2	0.534699165	810	recessive		
SERPING1	0.214689715	3256	NA		
SERPINH1	0.395970365	1360	NA		
SERPINI1	0.231709135	2922	NA		
SERPINI2	0.120869582	7537	NA		
SERTAD1	0.11955525	7668	NA		
SERTAD2	0.09606691	11736	NA		
SERTAD3	0.146884377	5522	NA		
SERTAD4	0.08823898	12707	NA		
SESN1	0.133921349	6374	NA		
SESN2	0.12065186	7557	NA		
SESN3	0.111306942	8932	NA		
SESTD1	0.111764508	8835	NA		
SET	0.295777541	2064	NA		
SETBP1	0.29962507	2031	NA		
SETD1B	0.106200191	10039	NA		
SETD2	0.389573358	1388	NA		
SETD3	0.107156194	9842	NA		
SETD4	0.099632684	11224	NA		
SETD5	0.106746353	9930	NA		
SETD7	0.155881126	5035.5	NA		
SETD8	0.140032853	5947	NA		
SETDB2	0.09226082	12263	NA		
SETMAR	0.093002123	12180	NA		
SETX	0.412804743	1279	NA		
SEZ6	0.090300447	12502	NA		
SEZ6L	0.113426559	8428	NA		
SEZ6L2	0.103243265	10611	NA		
SF1	0.086695027	12863	NA		
SF3A1	0.121503668	7461	NA		
SF3A2	0.137494261	6111	NA		
SF3A3	0.089941943	12532	NA		
SF3B1	0.230213311	2947	NA		
SF3B2	0.17713955	4223	NA		
SF3B3	0.202974773	3509.5	NA		
SF3B4	0.112629347	8624	NA		
SF3B5	0.112629347	8624	NA		
SF4	0.138722343	6038	NA		
SFI1	0.091069561	12403	NA		
SFMBT1	0.114379177	8315	NA		
SFMBT2	0.117414499	7942	NA		
SFN	0.347191118	1679	NA		
SFPQ	0.112523578	8723	NA		
SFRP1	0.422072492	1220	NA		
SFRP2	0.350086724	1665	NA		
SFRP4	0.254046132	2571	NA		
SFRP5	0.192157863	3794	NA		
SFRS1	0.044724771	14084	NA		
SFRS10	0.170502808	4452	NA		
SFRS11	0.148962011	5392	NA		
SFRS12	0.093961061	12053	NA		
SFRS12IP1	0.098367778	11402	NA		
SFRS14	0.098568164	11377	NA		
SFRS15	0.104084362	10465.5	NA		
SFRS16	0.147233451	5502	NA		
SFRS17A	0.127834654	6857	NA		
SFRS18	0.109586902	9307	NA		
SFRS2	0.116013133	8112	NA		
SFRS2IP	0.103847194	10508	NA		
SFRS3	0.135884977	6209	NA		
SFRS4	0.128590174	6802	NA		
SFRS5	0.112629347	8624	NA		
SFRS6	0.114487891	8308	NA		
SFRS7	0.123788961	7209	NA		
SFRS8	0.105081229	10251	NA		
SFRS9	0.148962011	5392	NA		
SFT2D1	0.06515374	13922	NA		
SFTPA1	0.405252244	1311	NA		
SFTPA1B	0.144755742	5659	NA		
SFTPA2	0.137405432	6118	NA		
SFTPA2B	0.143878509	5704	NA		
SFTPB	0.235350474	2845	recessive		
SFTPC	0.234325673	2867	NA		
SFTPD	0.255032261	2563	NA		
SFXN1	0.155783464	5066	NA		
SFXN2	0.102276969	10790	NA		
SFXN3	0.088353373	12697	NA		
SFXN4	0.063277573	13954	NA		
SFXN5	0.113888815	8374	NA		
SGCA	0.102993818	10661	recessive		
SGCB	0.116303709	8074	recessive		
SGCD	0.367765717	1532	NA		
SGCE	0.231236248	2925	NA		
SGCG	0.362646832	1556	recessive		
SGCZ	0.1010328	10980	NA		
SGIP1	0.087044504	12820	NA		
SGK1	0.577086728	686	NA		
SGK2	0.10831979	9576	NA		
SGK3	0.129293293	6751	NA		
SGMS1	0.387653719	1408.5	NA		
SGMS2	0.132930598	6449	NA		
SGOL1	0.077551886	13507	NA		
SGOL2	0.096477668	11676	NA		
SGPL1	0.432465377	1169	NA		
SGPP1	0.138881106	6024	NA		
SGPP2	0.12155206	7455	NA		
SGSH	0.174834426	4301	recessive		
SGSM1	0.102829087	10693	NA		
SGSM2	0.099059985	11309	NA		
SGSM3	0.104862583	10301	NA		
SGTA	0.249060512	2637	NA		
SGTB	0.173944124	4325	NA		
SH2B1	0.23508573	2852	NA		
SH2B3	0.358157338	1595	NA		
SH2D1A	0.452801864	1091.5	recessive		
SH2D1B	0.146845674	5525	NA		
SH2D2A	0.11790731	7892	NA		
SH2D3A	0.11754222	7926	NA		
SH2D3C	0.122680962	7327	NA		
SH2D4A	0.094500765	11974	NA		
SH2D4B	0.101828949	10863	NA		
SH2D5	0.109526324	9319	NA		
SH3BGR	0.057341327	14018	NA		
SH3BGRL	0.142298242	5803	NA		
SH3BGRL3	0.088522532	12683	NA		
SH3BP1	0.111390857	8914	NA		
SH3BP2	0.151247158	5286	NA		
SH3BP4	0.108647126	9509	NA		
SH3BP5	0.27067073	2346	NA		
SH3BP5L	0.110803288	9048	NA		
SH3D19	0.135222433	6275	NA		
SH3GL2	0.207675887	3387	NA		
SH3GL3	0.108742047	9493	NA		
SH3GLB1	0.131179363	6586	NA		
SH3GLB2	0.107180643	9834	NA		
SH3KBP1	0.141749692	5848	NA		
SH3PXD2A	0.121298741	7486	NA		
SH3PXD2B	0.105327375	10205	NA		
SH3RF1	0.138055437	6076	NA		
SH3RF2	0.09775264	11503	NA		
SH3TC2	0.138772238	6035	recessive		
SH3YL1	0.188151176	3893	NA		
SHANK1	0.103428148	10584	NA		
SHANK3	0.111176278	8965	NA		
SHARPIN	0.083360565	13148	NA		
SHB	0.121137432	7499	NA		
SHBG	0.081123942	13317	NA		
SHC1	0.830020321	206	NA		
SHC2	0.245441417	2688	NA		
SHC3	0.153348224	5175	NA		
SHC4	0.12806694	6835	NA		
SHCBP1	0.099577736	11232	NA		
SHD	0.25284228	2581	NA		
SHE	0.125693487	7035	NA		
SHF	0.144113514	5692	NA		
SHFM1	0.239842845	2766.5	NA		
SHH	0.891430968	127	NA		
SHISA2	0.108937987	9450	NA		
SHISA5	0.096107221	11732	NA		
SHKBP1	0.113140704	8470	NA		
SHMT1	0.388365245	1394	NA		
SHMT2	0.394618908	1365	NA		
SHOC2	0.24608745	2676	NA		
SHOX2	0.129717038	6696	NA		
SHPRH	0.10634116	10016	NA		
SHROOM1	0.088734876	12663	NA		
SHROOM2	0.138895869	6023	NA		
SHROOM3	0.100291513	11092	NA		
SHROOM4	0.082653582	13211	NA		
SI	0.171549004	4413	recessive		
SIAE	0.194528742	3705	NA		
SIAH2	0.202974773	3509.5	NA		
SIDT1	0.120020808	7620	NA		
SIGIRR	0.120861904	7538	NA		
SIGLEC1	0.208252037	3372	NA		
SIGLEC10	0.081251566	13311	lof-tolerant		
SIGLEC11	0.082732355	13204	NA		
SIGLEC5	0.06874833	13832	NA		
SIGLEC6	0.070991606	13767	NA		
SIGLEC9	0.07947147	13408	NA		
SIGMAR1	0.220858067	3124	NA		
SIK1	0.208141955	3377	NA		
SIK2	0.172104173	4396	NA		
SIL1	0.50289129	903	recessive		
SILV	0.318971639	1876	NA		
SIM1	0.171458048	4414	NA		
SIM2	0.247475174	2656	NA		
SIN3A	0.371708102	1512	NA		
SIN3B	0.117222406	7958	NA		
SIP1	0.14380278	5706	NA		
SIPA1	0.106680999	9941	NA		
SIPA1L1	0.114416551	8310	NA		
