pathway	source	ensembl_ids
Eicosanoids	PID	ENSG00000186529,ENSG00000124212,ENSG00000059377,ENSG00000186526,ENSG00000186115
PERK regulated gene expression	Reactome	ENSG00000172071,ENSG00000134001,ENSG00000044574
Aurora C signaling	PID	ENSG00000149503,ENSG00000178999,ENSG00000132475,ENSG00000105146,ENSG00000163041
BMP receptor signaling	PID	ENSG00000120693,ENSG00000087074,ENSG00000147869,ENSG00000175215,ENSG00000168509,ENSG00000153162,ENSG00000138696,ENSG00000144579,ENSG00000144677,ENSG00000135341,ENSG00000090539,ENSG00000101938,ENSG00000100030,ENSG00000101966,ENSG00000137834,ENSG00000198742,ENSG00000125378,ENSG00000108854,ENSG00000157933,ENSG00000095739,ENSG00000126883,ENSG00000170365,ENSG00000166923,ENSG00000145192,ENSG00000107779,ENSG00000171243,ENSG00000174136,ENSG00000055208,ENSG00000125845,ENSG00000039319,ENSG00000134363,ENSG00000182175,ENSG00000101665,ENSG00000100324,ENSG00000113658,ENSG00000100614,ENSG00000183691,ENSG00000172531,ENSG00000141646,ENSG00000101144,ENSG00000204217
Vitamin B2 (riboflavin) metabolism	PID	ENSG00000197594,ENSG00000160688,ENSG00000102575,ENSG00000135002
Transport of the SLBP independent Mature mRNA	PID	ENSG00000085415,ENSG00000132182,ENSG00000047410,ENSG00000095319,ENSG00000102900,ENSG00000196313,ENSG00000030066,ENSG00000163002,ENSG00000183684,ENSG00000114503,ENSG00000069248,ENSG00000125450,ENSG00000155561,ENSG00000113569,ENSG00000126883,ENSG00000136243,ENSG00000110713,ENSG00000075188,ENSG00000139496,ENSG00000124789,ENSG00000108559,ENSG00000162231,ENSG00000213024,ENSG00000111581,ENSG00000136937,ENSG00000094914,ENSG00000153201,ENSG00000151247,ENSG00000120253,ENSG00000138750,ENSG00000101146,ENSG00000093000
Synthesis of PE	Reactome	ENSG00000241878,ENSG00000134324,ENSG00000205560,ENSG00000139163,ENSG00000100288,ENSG00000185813,ENSG00000132793,ENSG00000134255,ENSG00000138018,ENSG00000110721,ENSG00000173868,ENSG00000143845,ENSG00000101577
oxidized GTP and dGTP detoxification	HumanCyc	ENSG00000106268
mRNA Decay by 3&#x27; to 5&#x27; Exoribonuclease	PID	ENSG00000110063,ENSG00000107371,ENSG00000130713,ENSG00000123737,ENSG00000083520,ENSG00000120699,ENSG00000075914,ENSG00000223496,ENSG00000077348,ENSG00000171311,ENSG00000178896
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	PID	ENSG00000115665,ENSG00000145283
erk and pi-3 kinase are necessary for collagen binding in corneal epithelia	PID	ENSG00000065534,ENSG00000169398,ENSG00000079308,ENSG00000100852,ENSG00000213949,ENSG00000102882,ENSG00000014216,ENSG00000035403,ENSG00000100427,ENSG00000248746,ENSG00000100030,ENSG00000050820,ENSG00000169032,ENSG00000130402,ENSG00000131504,ENSG00000072110,ENSG00000137076,ENSG00000077522,ENSG00000197122,ENSG00000067560,ENSG00000124181,ENSG00000121879,ENSG00000103653,ENSG00000148180,ENSG00000089159,ENSG00000159840,ENSG00000145675,ENSG00000108518,ENSG00000143632,ENSG00000150093,ENSG00000067900
Assembly of the ORC complex at the origin of replication	PID	ENSG00000164815,ENSG00000115947,ENSG00000115942,ENSG00000135336,ENSG00000091651,ENSG00000085840
Sodium/Calcium exchangers	PID	ENSG00000089060
links between pyk2 and map kinases	PID	ENSG00000107643,ENSG00000160691,ENSG00000166501,ENSG00000102882,ENSG00000177885,ENSG00000120899,ENSG00000058404,ENSG00000100030,ENSG00000050820,ENSG00000174775,ENSG00000169032,ENSG00000149269,ENSG00000112062,ENSG00000132155,ENSG00000154229,ENSG00000156052,ENSG00000177606,ENSG00000197122,ENSG00000115904,ENSG00000124181,ENSG00000095015,ENSG00000034152,ENSG00000099942,ENSG00000126934,ENSG00000136238,ENSG00000065559
visual signal transduction	PID	ENSG00000182902,ENSG00000137486,ENSG00000114349,ENSG00000078369,ENSG00000177542,ENSG00000163914,ENSG00000167083,ENSG00000109047,ENSG00000133256,ENSG00000185527,ENSG00000048545,ENSG00000185974,ENSG00000132915
NEP/NS2 Interacts with the Cellular Export Machinery	PID	ENSG00000085415,ENSG00000082898,ENSG00000132182,ENSG00000047410,ENSG00000095319,ENSG00000102900,ENSG00000196313,ENSG00000030066,ENSG00000163002,ENSG00000126883,ENSG00000069248,ENSG00000125450,ENSG00000120253,ENSG00000113569,ENSG00000136243,ENSG00000110713,ENSG00000075188,ENSG00000139496,ENSG00000124789,ENSG00000108559,ENSG00000213024,ENSG00000111581,ENSG00000132341,ENSG00000094914,ENSG00000153201,ENSG00000155561,ENSG00000138750,ENSG00000101146,ENSG00000093000
Zinc influx into cells by the SLC39 gene family	PID	ENSG00000139540,ENSG00000112473,ENSG00000196950,ENSG00000138821
ErbB receptor signaling network	PID	ENSG00000146648,ENSG00000169752,ENSG00000205595,ENSG00000158458,ENSG00000080824,ENSG00000174808,ENSG00000065361,ENSG00000113070,ENSG00000185737,ENSG00000109321,ENSG00000157168,ENSG00000163235,ENSG00000124882,ENSG00000141736,ENSG00000178568,ENSG00000138798
Processing of Capped Intronless Pre-mRNA	PID	ENSG00000136937,ENSG00000182004,ENSG00000181817,ENSG00000125835,ENSG00000155858,ENSG00000100028,ENSG00000114503,ENSG00000142528,ENSG00000143977,ENSG00000139343
mRNA Editing: A to I Conversion	PID	ENSG00000160710,ENSG00000197381
&beta;-alanine degradation I	HumanCyc	ENSG00000183044,ENSG00000119711
Trafficking of dietary sterols	PID	ENSG00000143921,ENSG00000138075,ENSG00000015520
Regulation of RAC1 activity	PID	ENSG00000160145,ENSG00000066248,ENSG00000113319,ENSG00000146426,ENSG00000161800,ENSG00000116584,ENSG00000136754,ENSG00000240771,ENSG00000130158,ENSG00000123329,ENSG00000138698,ENSG00000175220,ENSG00000023892,ENSG00000115904,ENSG00000141522,ENSG00000134516,ENSG00000186716,ENSG00000101977,ENSG00000124126,ENSG00000017797,ENSG00000160293,ENSG00000156299,ENSG00000102606,ENSG00000159842,ENSG00000038382,ENSG00000155849,ENSG00000128656,ENSG00000141968,ENSG00000134215,ENSG00000129675,ENSG00000058335,ENSG00000140750,ENSG00000136238,ENSG00000151491,ENSG00000182957,ENSG00000046889,ENSG00000106069,ENSG00000150760
Activation of Pro-Caspase 8	PID	ENSG00000121858,ENSG00000137275,ENSG00000117560,ENSG00000064012,ENSG00000102871,ENSG00000026103,ENSG00000168040,ENSG00000127191,ENSG00000120889
Inwardly rectifying K+ channels	Reactome	ENSG00000177807,ENSG00000069431,ENSG00000006071,ENSG00000182324,ENSG00000120457,ENSG00000162188,ENSG00000168135,ENSG00000111664,ENSG00000187486,ENSG00000176533,ENSG00000078369,ENSG00000204681,ENSG00000168243,ENSG00000136928,ENSG00000151704,ENSG00000157542,ENSG00000121361,ENSG00000186469,ENSG00000153822,ENSG00000174021,ENSG00000172354,ENSG00000123700,ENSG00000242616,ENSG00000184185,ENSG00000172380,ENSG00000162989,ENSG00000162728,ENSG00000157551,ENSG00000167414,ENSG00000127928,ENSG00000167083
Resolution of AP sites via the single-nucleotide replacement pathway	PID	ENSG00000005156,ENSG00000070501,ENSG00000073050
Lectin pathway of complement activation	PID	ENSG00000165471,ENSG00000009724,ENSG00000127241
Sphingolipid de novo biosynthesis	Reactome	ENSG00000110048,ENSG00000223802,ENSG00000163590,ENSG00000166224,ENSG00000078124,ENSG00000090054,ENSG00000113163,ENSG00000141934,ENSG00000177076,ENSG00000063176,ENSG00000167769,ENSG00000172296,ENSG00000184304,ENSG00000172292,ENSG00000164023,ENSG00000154227,ENSG00000133275,ENSG00000139624,ENSG00000124164,ENSG00000067113,ENSG00000163082,ENSG00000162407,ENSG00000126821,ENSG00000143418,ENSG00000101558,ENSG00000198964,ENSG00000176170,ENSG00000090661,ENSG00000119537,ENSG00000100596,ENSG00000168350,ENSG00000143753
Beta-catenin phosphorylation cascade	PID	ENSG00000103126,ENSG00000113712,ENSG00000168036
zymosterol biosynthesis	HumanCyc	ENSG00000147383,ENSG00000143815,ENSG00000132196,ENSG00000149809,ENSG00000001630,ENSG00000052802
mechanism of protein import into the nucleus	PID	ENSG00000100401,ENSG00000153201,ENSG00000132182,ENSG00000102898,ENSG00000124789,ENSG00000126883,ENSG00000180198,ENSG00000099901,ENSG00000213024,ENSG00000108424,ENSG00000132341
Basigin interactions	PID	ENSG00000105974,ENSG00000100023,ENSG00000197471,ENSG00000196262,ENSG00000198618,ENSG00000196611,ENSG00000172270
Regulation of Insulin-like Growth Factor (IGF) Activity by Insulin-like Growth Factor Binding Proteins (IGFBPs)	PID	ENSG00000182752,ENSG00000146678,ENSG00000167779,ENSG00000146674,ENSG00000180210,ENSG00000122194,ENSG00000142515,ENSG00000115461,ENSG00000141753,ENSG00000099769,ENSG00000100448,ENSG00000115457
NGF-independant TRKA activation	PID	ENSG00000141433,ENSG00000078549,ENSG00000128271
phosphatidylcholine biosynthesis pathway	PID	ENSG00000134255,ENSG00000110721,ENSG00000161217
Viral RNP Complexes in the Host Cell Nucleus	PID	ENSG00000204389,ENSG00000204388
Activation of PUMA and translocation to mitochondria	PID	ENSG00000198176,ENSG00000101412,ENSG00000105327
egf signaling pathway	PID	ENSG00000154229,ENSG00000115415,ENSG00000124181,ENSG00000168610,ENSG00000107643,ENSG00000115904,ENSG00000146648,ENSG00000162434,ENSG00000160691,ENSG00000121879,ENSG00000174775,ENSG00000169032,ENSG00000166501,ENSG00000145715,ENSG00000145675,ENSG00000095015,ENSG00000126767,ENSG00000065559,ENSG00000177885,ENSG00000138798
ERK1 activation	PID	ENSG00000102882,ENSG00000170312,ENSG00000169032
Pregnenolone biosynthesis	Reactome	ENSG00000140459,ENSG00000147465,ENSG00000172345,ENSG00000085662,ENSG00000174448,ENSG00000164211
role of ran in mitotic spindle regulation	PID	ENSG00000100401,ENSG00000163808,ENSG00000137497,ENSG00000153201,ENSG00000088325,ENSG00000087586,ENSG00000180198,ENSG00000099901,ENSG00000132341,ENSG00000108424
Trafficking of AMPA receptors	PID	ENSG00000088367,ENSG00000075711,ENSG00000179841,ENSG00000132535,ENSG00000196586,ENSG00000135679
Organic anion transporters	PID	ENSG00000124568,ENSG00000256870,ENSG00000105641,ENSG00000119899
ErbB1 downstream signaling	PID	ENSG00000113575,ENSG00000198793,ENSG00000105568,ENSG00000169967,ENSG00000065559,ENSG00000175793,ENSG00000162302,ENSG00000177885,ENSG00000119487,ENSG00000138798,ENSG00000164220,ENSG00000166913,ENSG00000160271,ENSG00000148429,ENSG00000175866,ENSG00000169032,ENSG00000132155,ENSG00000198668,ENSG00000164924,ENSG00000160014,ENSG00000137154,ENSG00000144566,ENSG00000171552,ENSG00000107643,ENSG00000070831,ENSG00000221914,ENSG00000109458,ENSG00000145675,ENSG00000168610,ENSG00000213281,ENSG00000162704,ENSG00000002330,ENSG00000139734,ENSG00000050748,ENSG00000067606,ENSG00000108953,ENSG00000146648,ENSG00000126934,ENSG00000164327,ENSG00000061676,ENSG00000102882,ENSG00000250151,ENSG00000140575,ENSG00000254999,ENSG00000177189,ENSG00000174775,ENSG00000089220,ENSG00000128016,ENSG00000154229,ENSG00000112658,ENSG00000137764,ENSG00000170365,ENSG00000138071,ENSG00000121879,ENSG00000163466,ENSG00000139318,ENSG00000128245,ENSG00000100030,ENSG00000162909,ENSG00000081189,ENSG00000170027,ENSG00000055163,ENSG00000166484,ENSG00000051382,ENSG00000177606,ENSG00000130429,ENSG00000106299,ENSG00000197122,ENSG00000160293,ENSG00000115904,ENSG00000027869,ENSG00000095015,ENSG00000163932,ENSG00000140992,ENSG00000111229,ENSG00000120738,ENSG00000011485,ENSG00000136238,ENSG00000123268,ENSG00000100784,ENSG00000120129,ENSG00000143933,ENSG00000136754,ENSG00000134308,ENSG00000142208,ENSG00000141068,ENSG00000180209,ENSG00000170345,ENSG00000126767,ENSG00000115415,ENSG00000158195,ENSG00000090020,ENSG00000174791,ENSG00000075651,ENSG00000115966,ENSG00000167965,ENSG00000241553,ENSG00000006451,ENSG00000115091,ENSG00000146809,ENSG00000133703,ENSG00000157764,ENSG00000168374,ENSG00000129219,ENSG00000118260,ENSG00000151491,ENSG00000106069
wnt signaling pathway	PID	ENSG00000107984,ENSG00000112033,ENSG00000115718,ENSG00000135341,ENSG00000168036,ENSG00000087095,ENSG00000125084,ENSG00000155011,ENSG00000165879,ENSG00000157240,ENSG00000005339,ENSG00000156076,ENSG00000254598,ENSG00000159692,ENSG00000103126,ENSG00000196781,ENSG00000140807,ENSG00000166167,ENSG00000101266,ENSG00000116478,ENSG00000145506,ENSG00000070018,ENSG00000107404,ENSG00000110092,ENSG00000082701,ENSG00000100324,ENSG00000136997,ENSG00000112640,ENSG00000131650,ENSG00000141646,ENSG00000135100
Activation, translocation and oligomerization of BAX	PID	ENSG00000015475,ENSG00000087088
Depyrimidination	PID	ENSG00000123415,ENSG00000152669,ENSG00000129071,ENSG00000139372,ENSG00000065057
transcription factor creb and its extracellular signals	PID	ENSG00000114302,ENSG00000165059,ENSG00000070808,ENSG00000160691,ENSG00000145349,ENSG00000142208,ENSG00000166501,ENSG00000100784,ENSG00000087460,ENSG00000102882,ENSG00000177885,ENSG00000148660,ENSG00000005249,ENSG00000058404,ENSG00000115904,ENSG00000100030,ENSG00000174775,ENSG00000188191,ENSG00000112062,ENSG00000154229,ENSG00000108946,ENSG00000121879,ENSG00000142875,ENSG00000145675,ENSG00000140992,ENSG00000118260,ENSG00000117676
Post-Elongation Processing of the Transcript	Reactome	ENSG00000172409,ENSG00000161547,ENSG00000086102,ENSG00000071894,ENSG00000181817,ENSG00000115875,ENSG00000124193,ENSG00000125835,ENSG00000063244,ENSG00000100836,ENSG00000155858,ENSG00000143977,ENSG00000131795,ENSG00000139343,ENSG00000176102,ENSG00000101138,ENSG00000182004,ENSG00000183684,ENSG00000101811,ENSG00000114503,ENSG00000165934,ENSG00000133226,ENSG00000165494,ENSG00000162385,ENSG00000125351,ENSG00000140829,ENSG00000168438,ENSG00000167005,ENSG00000205937,ENSG00000142528,ENSG00000116754,ENSG00000100028,ENSG00000112081,ENSG00000136937,ENSG00000119203,ENSG00000090060,ENSG00000163950,ENSG00000160201,ENSG00000149532,ENSG00000116350,ENSG00000136450,ENSG00000100650,ENSG00000111786
the prc2 complex sets long-term gene silencing through modification of histone tails	PID	ENSG00000102054,ENSG00000141582,ENSG00000168283,ENSG00000116478,ENSG00000074266,ENSG00000269897,ENSG00000100811,ENSG00000162521,ENSG00000196591,ENSG00000132475,ENSG00000178691,ENSG00000106462,ENSG00000204227,ENSG00000111752,ENSG00000163041
Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)	PID	ENSG00000134954,ENSG00000196396,ENSG00000136002,ENSG00000198793,ENSG00000126934,ENSG00000010017,ENSG00000169398,ENSG00000160691,ENSG00000174775,ENSG00000107643,ENSG00000145675,ENSG00000102981,ENSG00000175354,ENSG00000165527,ENSG00000102882,ENSG00000177885,ENSG00000180370,ENSG00000107295,ENSG00000127314,ENSG00000177606,ENSG00000176945,ENSG00000133961,ENSG00000164220,ENSG00000168036,ENSG00000115904,ENSG00000163558,ENSG00000019991,ENSG00000100030,ENSG00000050820,ENSG00000134982,ENSG00000142208,ENSG00000085832,ENSG00000169032,ENSG00000039068,ENSG00000185359,ENSG00000147010,ENSG00000044115,ENSG00000033327,ENSG00000179295,ENSG00000107263,ENSG00000141564,ENSG00000124216,ENSG00000158092,ENSG00000106299,ENSG00000197122,ENSG00000132669,ENSG00000067560,ENSG00000144566,ENSG00000124181,ENSG00000121879,ENSG00000168918,ENSG00000116473,ENSG00000110395,ENSG00000089159,ENSG00000109458,ENSG00000165458,ENSG00000167965,ENSG00000146809,ENSG00000095015,ENSG00000130669,ENSG00000167193,ENSG00000187840,ENSG00000105976,ENSG00000132155,ENSG00000204673,ENSG00000149269,ENSG00000141084,ENSG00000070831,ENSG00000140992,ENSG00000151247,ENSG00000120738,ENSG00000099942,ENSG00000108424,ENSG00000155792,ENSG00000136238,ENSG00000071051,ENSG00000149177,ENSG00000002330,ENSG00000065559,ENSG00000067606,ENSG00000105221
Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters	PID	ENSG00000161203,ENSG00000047249,ENSG00000006125,ENSG00000042753
chromatin remodeling by hswi/snf atp-dependent complexes	PID	ENSG00000122034,ENSG00000073584,ENSG00000125651,ENSG00000153767,ENSG00000099956,ENSG00000113580,ENSG00000196712,ENSG00000137947,ENSG00000165417,ENSG00000117713,ENSG00000181222,ENSG00000127616,ENSG00000139613,ENSG00000173473,ENSG00000075624,ENSG00000066117
Ubiquitin Mediated Degradation of Phosphorylated Cdc25A	PID	ENSG00000170315,ENSG00000100911,ENSG00000163636,ENSG00000149554,ENSG00000175166,ENSG00000013275,ENSG00000110801,ENSG00000041357,ENSG00000108671,ENSG00000183765,ENSG00000125818,ENSG00000100567,ENSG00000161057,ENSG00000164045,ENSG00000150991,ENSG00000087191,ENSG00000106588,ENSG00000099341,ENSG00000221983,ENSG00000092010,ENSG00000149311,ENSG00000165916,ENSG00000108344,ENSG00000100804,ENSG00000129084,ENSG00000204264,ENSG00000131467,ENSG00000185627,ENSG00000100902,ENSG00000173692,ENSG00000095261,ENSG00000240065,ENSG00000100764,ENSG00000100519,ENSG00000008018,ENSG00000101182,ENSG00000143947,ENSG00000108294,ENSG00000143106,ENSG00000136930,ENSG00000142507,ENSG00000197170,ENSG00000126067,ENSG00000205220,ENSG00000159352,ENSG00000159377,ENSG00000115233,ENSG00000103035,ENSG00000101843
Binding of RNA by Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs)	PID	ENSG00000159217,ENSG00000136231,ENSG00000073792
RNA Polymerase I Transcription Termination	Reactome	ENSG00000163161,ENSG00000111358,ENSG00000115750,ENSG00000104884,ENSG00000134480,ENSG00000020426,ENSG00000147669,ENSG00000186184,ENSG00000103168,ENSG00000163882,ENSG00000134058,ENSG00000213780,ENSG00000177469,ENSG00000125482,ENSG00000110768,ENSG00000171453,ENSG00000108312,ENSG00000143498,ENSG00000068654,ENSG00000145736,ENSG00000125630
RNA Polymerase I Transcription	Reactome	ENSG00000111358,ENSG00000197061,ENSG00000197914,ENSG00000196374,ENSG00000163882,ENSG00000124635,ENSG00000125482,ENSG00000198558,ENSG00000134480,ENSG00000184348,ENSG00000183941,ENSG00000196176,ENSG00000158373,ENSG00000182217,ENSG00000103168,ENSG00000198082,ENSG00000124529,ENSG00000183558,ENSG00000196890,ENSG00000185130,ENSG00000125630,ENSG00000164032,ENSG00000187990,ENSG00000137259,ENSG00000115750,ENSG00000233822,ENSG00000188486,ENSG00000196966,ENSG00000102882,ENSG00000186184,ENSG00000188987,ENSG00000225830,ENSG00000203812,ENSG00000203813,ENSG00000203811,ENSG00000145736,ENSG00000256018,ENSG00000147669,ENSG00000197459,ENSG00000197697,ENSG00000134058,ENSG00000213780,ENSG00000168274,ENSG00000143498,ENSG00000068654,ENSG00000158406,ENSG00000180596,ENSG00000196866,ENSG00000182611,ENSG00000184260,ENSG00000020426,ENSG00000108312,ENSG00000168242,ENSG00000134046,ENSG00000256316,ENSG00000198518,ENSG00000122565,ENSG00000085721,ENSG00000197903,ENSG00000198339,ENSG00000183598,ENSG00000204371,ENSG00000114166,ENSG00000184678,ENSG00000132475,ENSG00000108773,ENSG00000197153,ENSG00000163161,ENSG00000104884,ENSG00000234289,ENSG00000110768,ENSG00000182572,ENSG00000197846,ENSG00000124693,ENSG00000185978,ENSG00000196331,ENSG00000197238,ENSG00000197409,ENSG00000171453,ENSG00000198366,ENSG00000203852,ENSG00000163041,ENSG00000198307,ENSG00000198327,ENSG00000177469,ENSG00000196226,ENSG00000197837,ENSG00000146047,ENSG00000196532,ENSG00000180573
NOSTRIN mediated eNOS trafficking	PID	ENSG00000146809,ENSG00000164867,ENSG00000106299,ENSG00000163072,ENSG00000105974
Calcineurin-regulated NFAT-dependent transcription in lymphocytes	PID	ENSG00000065675,ENSG00000133135,ENSG00000107485,ENSG00000117560,ENSG00000078747,ENSG00000164400,ENSG00000111537,ENSG00000163599,ENSG00000123685,ENSG00000114423,ENSG00000164305,ENSG00000101096,ENSG00000073756,ENSG00000160014,ENSG00000232810,ENSG00000177606,ENSG00000143933,ENSG00000169429,ENSG00000175592,ENSG00000065357,ENSG00000170345,ENSG00000152894,ENSG00000143190,ENSG00000073861,ENSG00000198668,ENSG00000196396,ENSG00000132170,ENSG00000131196,ENSG00000137265,ENSG00000072736,ENSG00000185811,ENSG00000113525,ENSG00000135625,ENSG00000113520,ENSG00000049768,ENSG00000135446,ENSG00000122877,ENSG00000171223,ENSG00000117226,ENSG00000109471,ENSG00000164399,ENSG00000178573,ENSG00000168003,ENSG00000095794,ENSG00000120738,ENSG00000134460,ENSG00000101412,ENSG00000102245,ENSG00000179388
Cytosolic tRNA aminoacylation	PID	ENSG00000180817,ENSG00000166986,ENSG00000170445,ENSG00000134684,ENSG00000164022,ENSG00000124802,ENSG00000172053,ENSG00000204394,ENSG00000065427,ENSG00000090861,ENSG00000106305,ENSG00000110619,ENSG00000031698,ENSG00000136628,ENSG00000115866,ENSG00000113407,ENSG00000140105,ENSG00000113643,ENSG00000134440,ENSG00000179115,ENSG00000133706,ENSG00000196305,ENSG00000116120,ENSG00000106105
stat3 signaling pathway	PID	ENSG00000198793,ENSG00000100030,ENSG00000096968,ENSG00000162434,ENSG00000105639,ENSG00000105397,ENSG00000102882,ENSG00000168610
Synthesis of PA	Reactome	ENSG00000123739,ENSG00000138678,ENSG00000172954,ENSG00000155189,ENSG00000170890,ENSG00000117215,ENSG00000176454,ENSG00000167588,ENSG00000186281,ENSG00000160216,ENSG00000168970,ENSG00000158669,ENSG00000153395,ENSG00000026652,ENSG00000243708,ENSG00000116711,ENSG00000159337,ENSG00000075651,ENSG00000158786,ENSG00000069764,ENSG00000119927,ENSG00000152642,ENSG00000188784,ENSG00000127472,ENSG00000129219,ENSG00000169692,ENSG00000116906,ENSG00000204310,ENSG00000188257
CDK-mediated phosphorylation and removal of Cdc6	PID	ENSG00000170315,ENSG00000100911,ENSG00000163636,ENSG00000013275,ENSG00000110801,ENSG00000041357,ENSG00000108671,ENSG00000108294,ENSG00000125818,ENSG00000100567,ENSG00000161057,ENSG00000150991,ENSG00000087191,ENSG00000106588,ENSG00000099341,ENSG00000221983,ENSG00000092010,ENSG00000165916,ENSG00000108344,ENSG00000100804,ENSG00000129084,ENSG00000204264,ENSG00000131467,ENSG00000185627,ENSG00000100902,ENSG00000173692,ENSG00000095261,ENSG00000240065,ENSG00000100764,ENSG00000100519,ENSG00000008018,ENSG00000123374,ENSG00000101182,ENSG00000143947,ENSG00000175166,ENSG00000143106,ENSG00000136930,ENSG00000142507,ENSG00000197170,ENSG00000126067,ENSG00000205220,ENSG00000159352,ENSG00000159377,ENSG00000115233,ENSG00000103035,ENSG00000094804,ENSG00000101843
Insulin receptor recycling	PID	ENSG00000171105,ENSG00000254647
Downstream signaling of activated FGFR	PID	ENSG00000166225,ENSG00000179295,ENSG00000177885,ENSG00000109458
pyrimidine deoxyribonucleotide phosphorylation	HumanCyc	ENSG00000134326,ENSG00000143156,ENSG00000243678,ENSG00000172113,ENSG00000103202,ENSG00000168393,ENSG00000011052,ENSG00000112981,ENSG00000162368,ENSG00000239672,ENSG00000103024,ENSG00000123009
neuroregulin receptor degredation protein-1 controls erbb3 receptor recycling	PID	ENSG00000158458,ENSG00000065361,ENSG00000185737,ENSG00000157168,ENSG00000181852,ENSG00000072401
role of mitochondria in apoptotic signaling	PID	ENSG00000023445,ENSG00000030110,ENSG00000110330,ENSG00000087088,ENSG00000171791,ENSG00000184047,ENSG00000172115,ENSG00000100290,ENSG00000171552,ENSG00000156709,ENSG00000120868,ENSG00000132906,ENSG00000015475
AP-1 transcription factor network	PID	ENSG00000134954,ENSG00000170312,ENSG00000087077,ENSG00000102265,ENSG00000185591,ENSG00000164400,ENSG00000111537,ENSG00000120129,ENSG00000162772,ENSG00000120738,ENSG00000206503,ENSG00000122861,ENSG00000101096,ENSG00000100985,ENSG00000121022,ENSG00000105329,ENSG00000136634,ENSG00000179348,ENSG00000197063,ENSG00000177606,ENSG00000108691,ENSG00000091831,ENSG00000120690,ENSG00000169429,ENSG00000118260,ENSG00000147889,ENSG00000111276,ENSG00000175592,ENSG00000153094,ENSG00000118513,ENSG00000133636,ENSG00000181195,ENSG00000067955,ENSG00000130522,ENSG00000170345,ENSG00000107262,ENSG00000100644,ENSG00000075426,ENSG00000125148,ENSG00000142871,ENSG00000105662,ENSG00000131196,ENSG00000072736,ENSG00000100393,ENSG00000113525,ENSG00000170323,ENSG00000175206,ENSG00000196611,ENSG00000178573,ENSG00000115966,ENSG00000180176,ENSG00000113520,ENSG00000078401,ENSG00000168036,ENSG00000171223,ENSG00000152661,ENSG00000136244,ENSG00000109471,ENSG00000141510,ENSG00000148737,ENSG00000113580,ENSG00000110092,ENSG00000135164,ENSG00000136997,ENSG00000143632,ENSG00000135744,ENSG00000125740,ENSG00000171862,ENSG00000164692,ENSG00000152592
downregulated of mta-3 in er-negative breast tumors	PID	ENSG00000124216,ENSG00000196208,ENSG00000019549,ENSG00000243910,ENSG00000091831,ENSG00000185669,ENSG00000075886,ENSG00000174827,ENSG00000149925,ENSG00000111640,ENSG00000167552,ENSG00000167553,ENSG00000039068,ENSG00000198033,ENSG00000106211,ENSG00000117984,ENSG00000071655,ENSG00000057935,ENSG00000183785,ENSG00000116478,ENSG00000127824
Regulation of Rheb GTPase activity by AMPK	PID	ENSG00000103197,ENSG00000106615,ENSG00000165699
G2/M Transition	PID	ENSG00000166483,ENSG00000158402
Syndecan-1-mediated signaling events	PID	ENSG00000060718,ENSG00000072062,ENSG00000130702,ENSG00000113578,ENSG00000162344,ENSG00000160867,ENSG00000102882,ENSG00000105329,ENSG00000204248,ENSG00000070193,ENSG00000019991,ENSG00000100030,ENSG00000077782,ENSG00000197565,ENSG00000169031,ENSG00000204262,ENSG00000163359,ENSG00000168542,ENSG00000130635,ENSG00000075388,ENSG00000188153,ENSG00000161570,ENSG00000196611,ENSG00000114270,ENSG00000139219,ENSG00000187498,ENSG00000166794,ENSG00000137575,ENSG00000066468,ENSG00000100985,ENSG00000172270,ENSG00000118972,ENSG00000137673,ENSG00000142156,ENSG00000105976,ENSG00000068078,ENSG00000115884,ENSG00000142173,ENSG00000164692,ENSG00000173083,ENSG00000147044,ENSG00000108821,ENSG00000081052,ENSG00000138685
Autointegration results in viral DNA circles	PID	ENSG00000175334
Apoptotic execution  phase	PID	ENSG00000102572,ENSG00000087470,ENSG00000064012
Oxygen-dependent Proline Hydroxylation of Hypoxia-inducible Factor Alpha	Reactome	ENSG00000143947,ENSG00000100387,ENSG00000103363,ENSG00000170315,ENSG00000131508,ENSG00000154582,ENSG00000108094,ENSG00000150991,ENSG00000129521,ENSG00000221983,ENSG00000269858,ENSG00000124440,ENSG00000134086,ENSG00000072401,ENSG00000135766,ENSG00000100644,ENSG00000116016,ENSG00000109332
Homologous DNA pairing and strand exchange	PID	ENSG00000136492
ras signaling pathway	PID	ENSG00000142208,ENSG00000017797,ENSG00000132906,ENSG00000184481,ENSG00000115904,ENSG00000067560,ENSG00000160271,ENSG00000121879,ENSG00000174775,ENSG00000075651,ENSG00000171552,ENSG00000070831,ENSG00000213341,ENSG00000136238,ENSG00000140992,ENSG00000145675,ENSG00000002330,ENSG00000132155,ENSG00000141968,ENSG00000006451
